trend:apereo-cas-7-3-7-1-oidc-provider-coop-switzerland-reporter	Apereo CAS OIDC-provider flaw	
trend:argo-cd-repo-server-unauth-rce	Argo CD repo-server unauthenticated RCE	
trend:atos-byovd-hardware-gate-bypass-2026	Software-exposed BYOVD hardware-gate bypass	
trend:autojack-mcp-websocket-rce	AutoJack	
trend:bigbluebutton-bbb-web-three-cves-46351-46353-46404-eu-edu	BigBlueButton bbb-web CVE trio	
trend:centreon-april-2026-vuln-cluster	Centreon April 2026 vulnerability cluster	CERTFR-2026-AVI-0572
trend:claude-code-action-github-issue-supply-chain	claude-code-action bot-actor bypass	
trend:cloud-logging-defense-evasion-unit42	Cloud-logging defence-evasion taxonomy	
trend:depthfirst-ai-agent-21-ffmpeg-zero-days	AI-agent FFmpeg zero-day batch	
trend:entra-agent-id-obo-abuse-redcanary	Entra Agent ID OBO abuse	
trend:github-dev-oauth-token-theft-2026	github.dev OAuth-token theft	
trend:gogs-unpatched-argument-injection-rce-rapid7-metasploit	Gogs argument-injection RCE	
trend:google-cloud-api-key-deletion-delay-2026	GCP API-key deletion delay	
trend:greatxml-bitlocker-bypass-2026	GreatXML	
trend:ilias-lms-nine-fixes-2026-05-27-tileimageupload-unauth-write-soap-access-bypass	ILIAS LMS May 2026 fixes	
trend:joomla-extension-file-upload-rce-wave	Joomla extension file-upload RCE wave	
trend:kaspersky-openclaw-ai-agent-skills-supply-chain	OpenClaw skills supply-chain surface	
trend:langgraph-checkpointer-sqli-rce-2026	LangGraph checkpointer SQLi→RCE chain	
trend:m365-android-debug-flag-oauth-theft-2026	M365 Android debug-flag OAuth theft	
trend:mautic-7-1-2-6-0-9-seven-authenticated-flaws-ssrf-sqli	Mautic 7.1.2/6.0.9 flaw set	
trend:nightmare-eclipse-rogueplanet-defender-toctou-lpe-2026-06	RoguePlanet	
trend:pintheft-linux-kernel-rds-zerocopy-iouring-lpe-no-cve-arch-d	PinTheft	
trend:red-canary-entra-agent-id-priv-esc-addremovecreds-all-role	Entra Agent ID AddRemoveCreds priv-esc	
trend:sparx-enterprise-architect-pro-cloud-server-five-cve-chain-c	Sparx Enterprise Architect five-CVE chain	
trend:spip-2026-rce-wave	SPIP 2026 RCE wave	CERTFR-2026-AVI-0564|CERTFR-2026-AVI-0635
trend:talos-dicom-pacs-orthanc-heap-attack-surface	DICOM/Orthanc heap attack surface	
trend:underminr-multitenant-cdn-domain-fronting-variant	Underminr	
trend:windows-search-uri-ntlm-leak-2026	Windows Search URI NTLM leak	
trend:zammad-7-1-security-release	Zammad 7.1 security release	
actor:unk-masstraction	UNK_MassTraction	
tool:icecube-stealer	IceCube	
actor:helix-extortion	Helix	
incident:injectivelabs-npm-sdk-ts-supply-chain-2026	@injectivelabs/sdk-ts npm supply-chain compromise (2026)	
actor:wp-shellstorm	WP-SHELLSTORM	
actor:xentry-team	XEntry Team	
tool:forg365-phaas	Forg365	ForgCookie
tool:gigawiper	GigaWiper	BLUERABBIT
tool:crucio-ransomware	Crucio	
tool:flockwiper	FlockWiper	
actor:hyadina	Hyadina	
tool:poisonx-driver	PoisonX	
campaign:friendly-fire-ai-agent-defensive-hijack	Friendly Fire (AI Now Institute exploit)	
actor:armored-likho	Armored Likho	Eagle Werewolf
malware:busysnake-stealer	BusySnake Stealer	
actor:scattered-spider	Scattered Spider	0ktapus|Octo Tempest|UNC3944|Muddled Libra
incident:jscrambler-npm-supply-chain-2026	jscrambler npm supply-chain compromise (2026-07)	
actor:sandworm	Sandworm	APT44|Seashell Blizzard|UAC-0113|Voodoo Bear|SANDWORM RELIC
actor:uac-0145	UAC-0145	
actor:static-tundra	Static Tundra	Berserk Bear|Energetic Bear|Crouching Yeti|Dragonfly|Ghost Blizzard
incident:poland-energy-grid-attack-2025-12-29	Poland energy-sector destructive attack (29 December 2025)	
incident:progress-sharefile-storage-zone-controller-shutdown-2026-07	Progress ShareFile Storage Zone Controller emergency shutdown	
incident:france-eu-turla-fsb-attribution-2026-07	France/EU formal attribution of Turla (FSB Centre 16) espionage against France	Turla France attribution 2026|FSB 16th Centre France espionage attribution
campaign:russia-ip-camera-hijacking-nato-supply-routes-2026	Russian hijacking of IP cameras along NATO military-supply routes (2026-07)	
incident:asyncapi-npm-github-actions-supply-chain-compromise-2026-07	AsyncAPI npm supply-chain compromise via GitHub Actions (M-RED-TEAM)	
tool:m-red-team-malware-framework	M-RED-TEAM	miasma-train-p1|Miasma RAT
campaign:prt-scan-github-actions-pwn-request-token-theft	prt-scan	
incident:ifage-geneva-dragonforce-leak-claim-2026-07	IFAGE Geneva — DragonForce leak-site claim (850 GB)	
actor:bandcampro	bandcampro	
campaign:patriot-bait	Patriot Bait	
actor:storm-3138	Storm-3138	
actor:unk-pyreq2323	UNK_pyreq2323	
actor:unk-outflareaz	UNK_OutFlareAZ	
incident:xai-grok-build-cli-repo-exfiltration-2026-07	xAI Grok Build CLI whole-repository/secrets exfiltration (July 2026)	Grok Build data leak|Grok Build CLI upload incident
incident:iwb-basel-service-provider-breach-2026-07	Industrielle Werke Basel (IWB) third-party service-provider data breach (July 2026)	IWB Kundendaten Datenleck 2026|Industrielle Werke Basel data breach
tool:telepuz-maas-malware	TELEPUZ	
incident:kudankulam-reliance-worldleaks-2026-07	Kudankulam nuclear-plant contractor (Reliance Group) third-party-hosting data breach (July 2026)	Kudankulam nuclear files leak|Reliance Group Yotta breach
actor:uat-11795	UAT-11795	
tool:starland-rat	Starland RAT	
tool:wldr-c2-implant	WLDR	WLDR agent|WLDR C2
tool:castlestealer	CastleStealer	
campaign:hellonet-vipnet-supply-chain	HelloNet	
tool:hellonet-malware-suite	HelloNet toolkit	HelloInjector|HelloProxy|HelloExecutor|HelloCleaner|HelloBackdoor
tool:acr-stealer	ACR Stealer	
incident:wind-tre-2026-vishing-api-enumeration-breach	Wind Tre vishing + API-enumeration breach (2025)	
actor:uta0533	UTA0533	
tool:sonicwall-sma-uta0533-toolset	KNUCKLEBALL / ORANGETAIL SonicWall SMA toolset	KNUCKLEBALL|ORANGETAIL
campaign:contagious-interview	Contagious Interview	DeceptiveDevelopment|REF9403
tool:ottercookie	OTTERCOOKIE	
malware:goserpent	GoSerpent	
actor:tetrisphantom	TetrisPhantom	
tool:clicklock-stealer	ClickLock Stealer	ClickLock
actor:bytetobreach	ByteToBreach	
incident:ancpi-romania-cyberattack-2026-07	ANCPI Romania cadastre cyberattack	
incident:ey-third-party-itsm-breach-2026	Ernst & Young third-party ITSM breach	
tool:cruciferra-crypter	Cruciferra	
tool:hollowgraph-malware	HOLLOWGRAPH	
incident:hugging-face-autonomous-ai-agent-breach-2026-07	Hugging Face autonomous AI agent breach	
incident:stadler-rail-everest-supplier-breach-2026	Stadler Rail supplier-platform breach	
incident:south-korea-knda-diplomatic-academy-zero-day-breach-2026	KNDA diplomatic-academy zero-day breach	
malware:sandworm-mode	SANDWORM_MODE	
actor:laundry-bear	LAUNDRY BEAR	Void Blizzard|CL-STA-1114|TA488|UNK_PitStop
tool:ulej-flowerbed	Ulej / Flowerbed	Улей|beehive|ZimReaper
actor:bravox	BravoX	
incident:bravox-yverdon-fiduciary-vaud-municipalities-2026	BravoX breach of a Yverdon-les-Bains fiduciary — Vaud municipalities data exposure	
actor:chaos-ransomware	Chaos (ransomware-as-a-service)	
malware:msarat	msaRAT	
tool:kratos-phaas	Kratos (phishing-as-a-service)	Sneaky2FA
actor:ta458-roundpress	TA458	Operation RoundPress
malware:spypress	SpyPress	
tool:hermes-ai-agent	Hermes AI agent	Hermes
tool:hades-implant	Hades	
incident:thailand-finance-ministry-hermes-ai-agent-2026	Thailand Ministry of Finance — Hermes AI-agent-automated intrusion (2026-07)	
report:microsoft-email-threat-landscape-q2-2026	Microsoft Email Threat Landscape Q2 2026	
policy:enisa-eumss-certification-scheme-2026	EU Managed Security Services (EUMSS) certification scheme	EUMSS certification
policy:enisa-health-action-plan-2026	ENISA Health Action Plan Contribution Agreement	EU Health Action Plan
policy:bafin-teamviewer-mar-disclosure-fine-2026	BaFin TeamViewer MAR Article 17 disclosure fine	
actor:clop	Cl0p	Clop|Graceful Spider|Chubby Scorpius|FIN11|Lace Tempest
campaign:clop-windchill-flexplm-extortion-2026	Cl0p PTC Windchill / FlexPLM extortion campaign (2026)	Windchill PDMLink module serious data leak campaign
actor:cybernox	Cybernox	
tool:dysphoria-botnet	Dysphoria	
tool:medusahvnc	MedusaHVNC	
actor:stac4749	STAC4749	
actor:sinobi-ransomware	Sinobi	
actor:warlock-storm-2603	Warlock	Storm-2603
actor:uat-11764	UAT-11764	
report:talos-ir-trends-q2-2026	Cisco Talos IR Trends Q2 2026	
tool:nightledger-backdoor	NightLedger	
tool:bridgehead-tunneler	BridgeHead	
tool:arcbridge-tunneler	ArcBridge	
trend:nightmare-eclipse-legacyhive-profile-registry-hijack-2026-07	LegacyHive	
incident:minnesota-water-utilities-coordinated-cyberattack-2026-07	Minnesota coordinated water-utility OT cyberattack (July 2026)	
incident:uvvg-arad-cyberattack-2026-07	UVVG Arad cyberattack (July 2026)	
actor:sapphire-sleet	Sapphire Sleet	STARDUST CHOLLIMA|BlueNoroff|CageyChameleon|Alluring Pisces|UNC1069|MIDNIGHT NEPTUNE
actor:knaithe-knyuan	knaithe / KnYuan	knaithe|KnYuan
tool:owareaper	OWAReaper	
malware:octlurk	OctLurk	
malware:silklurk	SilkLurk	
tool:lurkproxy	LurkProxy	
actor:toy-ghouls	Toy Ghouls	Bearlyfy|Labubu|Laboo.boo
malware:genielocker	GenieLocker	
actor:exfilsquad	ExfilSquad	
incident:uk-dfe-exfilsquad-breach-2026-07	UK Department for Education portal and Police National Legal Database breach (July 2026)	
incident:brinks-home-shinyhunters-breach-2026-07	Brinks Home breach (July 2026)	
incident:anthropic-cybersecurity-eval-escape-2026-07	Anthropic cybersecurity-evaluation environment escape (July 2026)	
actor:midnight-blizzard	Midnight Blizzard	APT29|Cozy Bear|Nobelium|Cloaked Ursa|ICE RELIC
actor:storm-2945	Storm-2945	
campaign:captivecrunch-storm-2945-hospitality-wifi	CaptiveCrunch	
malware:cornflake-go-rat	CornFlake	
tool:chocoshell-powershell-stealer	ChocoShell	
malware:xcsset	XCSSET	XCSSET v40
incident:france-education-nationale-agent-training-breach-2026-07	French Éducation nationale agent-training system breach (July 2026)	
incident:adform-supply-chain-crypto-clipper-2026-07	Adform trackpoint-async.js supply-chain crypto-clipper compromise (July 2026)	
incident:cci-nice-cote-dazur-edrh-breach-2026-07	CCI Nice Côte d'Azur eDRH administrator-account export breach (July 2026)	
incident:coldcard-rng-fallback-seed-theft-2026	COLDCARD hardware-RNG fallback wallet-seed theft (2026)	Coldcard entropy issue|Coldcard RNG hack
campaign:fakeagent	FakeAgent	
malware:sectoprat	SectopRAT	
malware:teleshim	TELESHIM	
tool:mixedkey	MIXEDKEY	
malware:bindcloak	BINDCLOAK	
incident:liechtenstein-vwbp-register-breach-2026-07	Liechtenstein VwbP beneficial-ownership register breach (July 2026)	Cyberangriff auf das Verzeichnis wirtschaftlich berechtigter Personen|Liechtenstein beneficial ownership register hack
trend:llm-fabricated-cve-advisory-wave-2026-07	LLM-fabricated CVE advisory wave (programmervuln/cveadvisory-)	LLM slop CVEs|AI slop CVEs|fake SQLite CVEs|slop CVEs
report:crowdstrike-threat-hunting-2026	CrowdStrike 2026 Threat Hunting Report	CrowdStrike Threat Hunting Report 2026
actor:vault-panda	VAULT PANDA	
actor:genesis-panda	GENESIS PANDA	
actor:umbral-bison	UMBRAL BISON	
actor:altered-spider	ALTERED SPIDER	
incident:foitt-bit-sharepoint-breach-2026-07	BIT/FOITT SharePoint Server breach (Switzerland, 2026-07)	Cyberangriff auf SharePoint-Server des BIT|Bundesamt für Informatik und Telekommunikation SharePoint-Angriff
incident:hungary-treasury-mvh-bytetobreach-2026-08	Hungarian State Treasury (MVH) breach	Magyar Államkincstár kibertámadás|MVH breach
incident:ruag-mro-akira-ransom-payment-review-2026	RUAG LLC Akira ransomware incident and VBS ownership review	RUAG LLC Akira attack|Ruag Lösegeldzahlung
incident:aisi-cyber-range-unsanctioned-agent-actions-2026-07	UK AISI cyber-range unsanctioned agent actions	AISI frontier-AI evaluation incident
tool:ultraviolet-proxy	Ultraviolet	
tool:overlord-rat	Overlord	
tool:phantomkiller-edr-evasion-driver	PhantomKiller	
malware:snowlight	SNOWLIGHT	
actor:unc5174	UNC5174	
actor:unc6586	UNC6586	
incident:graubuenden-canton-sharepoint-breach-2026-08	Canton Graubünden SharePoint Server breach (Switzerland, 2026-08)	Cyberangriff auf einen SharePoint-Server des Kantons Graubünden|AFI Graubünden Cyberangriff
campaign:shai-hulud-chaindrop-2026-08	Shai-Hulud CHAINDROP wave	CHAINDROP
tool:endlessdoors	ENDLESSDOORS	
